id,timestamp,target_embedding,source_params,model,seed,input_dim,num_layers,layer_sizes,bidirectional,norm,dropout,dropout_layers,norm_layers,pooling,fc_hidden,activation,norm_post_lstm,native_mode,batch_size,optimizer,momentum_sgd,learning_rate,weight_decay,class_weights,label_smoothing,clip_grad_norm,train_loss,test_loss,accuracy,f1_macro,f1_per_class,epochs_trained,train_loss_best_state,test_loss_best_state,best_accuracy,best_f1,best_f1_per_class,best_epoch,training,duration_sec
48,20251219_022834,gaitpart_16steps_concat.csv,Preset_10,LSTM,42,512,2,"[160, 160]",True,minmax,0.2,[1],[],attention,128,relu,True,False,48,AdamW,,0.0002,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1081,2.73123,0.40909,0.36798,"[0.52381, 0.23529, 0.34483]",684,0.21235,2.28839,0.59091,0.60819,"[0.57895, 0.66667, 0.57895]",668,COMPLETED,117.794
49,20251219_022834,gaitset_62steps_concat.csv,Preset_10,LSTM,42,768,2,"[160, 160]",True,minmax,0.2,[1],[],attention,128,relu,True,False,48,AdamW,,0.0002,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,1.10531,1.11459,0.15909,0.0915,"[0.0, 0.27451, 0.0]",112,1.10531,1.11459,0.15909,0.0915,"[0.0, 0.27451, 0.0]",112,STOPPED,36.293
50,20251219_022834,gln_93steps_concat.csv,Preset_10,LSTM,42,512,2,"[160, 160]",True,minmax,0.2,[1],[],attention,128,relu,True,False,48,AdamW,,0.0002,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,1.10502,1.09402,0.47727,0.21538,"[0.64615, 0.0, 0.0]",180,1.10502,1.09402,0.47727,0.21538,"[0.64615, 0.0, 0.0]",180,STOPPED,71.667

51,20251219_022834,baseline_31steps_concat.csv,Preset_11,LSTM,42,512,1,[192],True,L2,0.0,[],[],mean,128,relu,False,True,48,AdamW,,0.0003,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11951,2.93427,0.36364,0.2876,"[0.4878, 0.0, 0.375]",422,0.60112,1.27966,0.63636,0.59272,"[0.68293, 0.42857, 0.66667]",110,COMPLETED,56.892
52,20251219_022834,gaitgl_64steps_concat.csv,Preset_11,LSTM,42,768,1,[192],True,L2,0.0,[],[],mean,128,relu,False,True,48,AdamW,,0.0003,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10202,2.79675,0.40909,0.39136,"[0.4878, 0.35294, 0.33333]",223,0.59415,1.48526,0.52273,0.52076,"[0.56522, 0.54545, 0.45161]",103,COMPLETED,48.03
53,20251219_022834,gaitpart_16steps_concat.csv,Preset_11,LSTM,42,512,1,[192],True,L2,0.0,[],[],mean,128,relu,False,True,48,AdamW,,0.0003,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1166,2.13004,0.47727,0.39473,"[0.6383, 0.11111, 0.43478]",350,0.16417,1.37747,0.68182,0.56566,"[0.72727, 0.18182, 0.78788]",239,COMPLETED,37.974
54,20251219_022834,gaitset_62steps_concat.csv,Preset_11,LSTM,42,768,1,[192],True,L2,0.0,[],[],mean,128,relu,False,True,48,AdamW,,0.0003,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10165,1.76675,0.61364,0.53621,"[0.70833, 0.30769, 0.59259]",417,0.10941,1.58583,0.63636,0.5796,"[0.7234, 0.4, 0.61538]",409,COMPLETED,87.919
55,20251219_022834,gln_93steps_concat.csv,Preset_11,LSTM,42,512,1,[192],True,L2,0.0,[],[],mean,128,relu,False,True,48,AdamW,,0.0003,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11867,2.43315,0.40909,0.35607,"[0.43478, 0.18182, 0.45161]",484,0.59105,1.81172,0.43182,0.42802,"[0.43243, 0.4, 0.45161]",281,COMPLETED,120.426

